name,composition,size,opt_count,mod_count,pes_count,supply_reduction,wsi_increase,gap_change
Energy(Pessimistic)+Conflict(Moderate)+Cyber(Optimistic),energy:Pessimistic|conflict:Moderate|cyber:Optimistic,3,1,1,1,38.87672862453532,0.504363648198018,-764.6485936787944
Energy(Pessimistic)+Conflict(Moderate)+Cyber(Moderate),energy:Pessimistic|conflict:Moderate|cyber:Moderate,3,0,2,1,42.81794324413853,0.6464066249218516,-871.7274536787945
Energy(Pessimistic)+Conflict(Moderate)+Cyber(Pessimistic),energy:Pessimistic|conflict:Moderate|cyber:Pessimistic,3,0,1,2,53.77477639957305,1.239966989324411,-1169.4136536787946
Energy(Pessimistic)+Conflict(Pessimistic)+Cyber(Optimistic),energy:Pessimistic|conflict:Pessimistic|cyber:Optimistic,3,1,0,2,65.07241635687731,1.432609562142093,-1115.3390239477772
Energy(Pessimistic)+Conflict(Pessimistic)+Cyber(Moderate),energy:Pessimistic|conflict:Pessimistic|cyber:Moderate,3,0,1,2,67.3245389966506,1.6450788750907328,-1176.5269439477772
Energy(Pessimistic)+Conflict(Pessimistic)+Cyber(Pessimistic),energy:Pessimistic|conflict:Pessimistic|cyber:Pessimistic,3,0,0,3,73.58558651404174,2.5329324369275206,-1346.6333439477771
Drought(Optimistic)+Energy(Optimistic)+Conflict(Optimistic)+Cyber(Optimistic),drought:Optimistic|energy:Optimistic|conflict:Optimistic|cyber:Optimistic,4,4,0,0,28.6993851448342,0.5665426690769586,-688.0900032990498
Drought(Optimistic)+Energy(Optimistic)+Conflict(Optimistic)+Cyber(Moderate),drought:Optimistic|energy:Optimistic|conflict:Optimistic|cyber:Moderate,4,3,1,0,33.266427730133614,0.7197797147882963,-812.1719832990495
Drought(Optimistic)+Energy(Optimistic)+Conflict(Optimistic)+Cyber(Pessimistic),drought:Optimistic|energy:Optimistic|conflict:Optimistic|cyber:Pessimistic,4,3,0,1,45.539086826898306,1.3705730861168204,-1145.60785829905
Drought(Optimistic)+Energy(Optimistic)+Conflict(Moderate)+Cyber(Optimistic),drought:Optimistic|energy:Optimistic|conflict:Moderate|cyber:Optimistic,4,3,1,0,41.281846589863456,0.8061586316854663,-829.9932436787947
Drought(Optimistic)+Energy(Optimistic)+Conflict(Moderate)+Cyber(Moderate),drought:Optimistic|energy:Optimistic|conflict:Moderate|cyber:Moderate,4,2,2,0,45.04294048363944,0.9783776928834282,-932.1784036787944
Drought(Optimistic)+Energy(Optimistic)+Conflict(Moderate)+Cyber(Pessimistic),drought:Optimistic|energy:Optimistic|conflict:Moderate|cyber:Pessimistic,4,2,1,1,55.149836210386844,1.7097871436711,-1206.7726536787945
Drought(Optimistic)+Energy(Optimistic)+Conflict(Pessimistic)+Cyber(Optimistic),drought:Optimistic|energy:Optimistic|conflict:Pessimistic|cyber:Optimistic,4,3,0,1,66.44676947992197,1.8840375332525074,-1152.6788239477773
Drought(Optimistic)+Energy(Optimistic)+Conflict(Pessimistic)+Cyber(Moderate),drought:Optimistic|energy:Optimistic|conflict:Pessimistic|cyber:Moderate,4,2,1,1,68.5959659906511,2.1416445368042076,-1211.070343947777
Drought(Optimistic)+Energy(Optimistic)+Conflict(Pessimistic)+Cyber(Pessimistic),drought:Optimistic|energy:Optimistic|conflict:Pessimistic|cyber:Pessimistic,4,2,0,2,74.3713349773639,3.2356941482477772,-1367.9813439477775
Drought(Optimistic)+Energy(Moderate)+Conflict(Optimistic)+Cyber(Optimistic),drought:Optimistic|energy:Moderate|conflict:Optimistic|cyber:Optimistic,4,3,1,0,30.825977584747324,0.5665426690769586,-745.8673932990497
Drought(Optimistic)+Energy(Moderate)+Conflict(Optimistic)+Cyber(Moderate),drought:Optimistic|energy:Moderate|conflict:Optimistic|cyber:Moderate,4,2,2,0,35.307097243181566,0.7197797147882963,-867.6149332990494
Drought(Optimistic)+Energy(Moderate)+Conflict(Optimistic)+Cyber(Pessimistic),drought:Optimistic|energy:Moderate|conflict:Optimistic|cyber:Pessimistic,4,2,1,1,47.47235268136478,1.3705730861168204,-1198.1327582990498
Drought(Optimistic)+Energy(Moderate)+Conflict(Moderate)+Cyber(Optimistic),drought:Optimistic|energy:Moderate|conflict:Moderate|cyber:Optimistic,4,2,2,0,43.0331580109684,0.8061586316854663,-877.5746236787945
Drought(Optimistic)+Energy(Moderate)+Conflict(Moderate)+Cyber(Moderate),drought:Optimistic|energy:Moderate|conflict:Moderate|cyber:Moderate,4,1,3,0,46.723491847326,0.9783776928834282,-977.8373036787942
Drought(Optimistic)+Energy(Moderate)+Conflict(Moderate)+Cyber(Pessimistic),drought:Optimistic|energy:Moderate|conflict:Moderate|cyber:Pessimistic,4,1,2,1,56.741937502300416,1.7097871436711,-1250.0284536787944
Drought(Optimistic)+Energy(Moderate)+Conflict(Pessimistic)+Cyber(Optimistic),drought:Optimistic|energy:Moderate|conflict:Pessimistic|cyber:Optimistic,4,2,1,1,67.4475188634105,1.8840375332525074,-1179.8681839477772
Drought(Optimistic)+Energy(Moderate)+Conflict(Pessimistic)+Cyber(Moderate),drought:Optimistic|energy:Moderate|conflict:Pessimistic|cyber:Moderate,4,1,2,1,69.55628105561483,2.1416445368042076,-1237.161143947777
Drought(Optimistic)+Energy(Moderate)+Conflict(Pessimistic)+Cyber(Pessimistic),drought:Optimistic|energy:Moderate|conflict:Pessimistic|cyber:Pessimistic,4,1,1,2,75.28110714417166,3.2356941482477772,-1392.6989439477775
Drought(Optimistic)+Energy(Pessimistic)+Conflict(Optimistic)+Cyber(Optimistic),drought:Optimistic|energy:Pessimistic|conflict:Optimistic|cyber:Optimistic,4,3,0,1,34.01586624461704,0.5665426690769586,-832.5334782990496
Drought(Optimistic)+Energy(Pessimistic)+Conflict(Optimistic)+Cyber(Moderate),drought:Optimistic|energy:Pessimistic|conflict:Optimistic|cyber:Moderate,4,2,1,1,38.3681015127535,0.7197797147882963,-950.7793582990494
Drought(Optimistic)+Energy(Pessimistic)+Conflict(Optimistic)+Cyber(Pessimistic),drought:Optimistic|energy:Pessimistic|conflict:Optimistic|cyber:Pessimistic,4,2,0,2,50.37225146306453,1.3705730861168204,-1276.9201082990498
Drought(Optimistic)+Energy(Pessimistic)+Conflict(Moderate)+Cyber(Optimistic),drought:Optimistic|energy:Pessimistic|conflict:Moderate|cyber:Optimistic,4,2,1,1,45.6601251426258,0.8061586316854663,-948.9466936787946
Drought(Optimistic)+Energy(Pessimistic)+Conflict(Moderate)+Cyber(Moderate),drought:Optimistic|energy:Pessimistic|conflict:Moderate|cyber:Moderate,4,1,2,1,49.24431889285583,0.9783776928834282,-1046.3256536787944
Drought(Optimistic)+Energy(Pessimistic)+Conflict(Moderate)+Cyber(Pessimistic),drought:Optimistic|energy:Pessimistic|conflict:Moderate|cyber:Pessimistic,4,1,1,2,59.13008944017079,1.7097871436711,-1314.9121536787945
Drought(Optimistic)+Energy(Pessimistic)+Conflict(Pessimistic)+Cyber(Optimistic),drought:Optimistic|energy:Pessimistic|conflict:Pessimistic|cyber:Optimistic,4,2,0,2,68.9486429386433,1.8840375332525074,-1220.6522239477772
Drought(Optimistic)+Energy(Pessimistic)+Conflict(Pessimistic)+Cyber(Moderate),drought:Optimistic|energy:Pessimistic|conflict:Pessimistic|cyber:Moderate,4,1,1,2,70.99675365306045,2.1416445368042076,-1276.2973439477773
Drought(Optimistic)+Energy(Pessimistic)+Conflict(Pessimistic)+Cyber(Pessimistic),drought:Optimistic|energy:Pessimistic|conflict:Pessimistic|cyber:Pessimistic,4,1,0,3,76.64576539438329,3.2356941482477772,-1429.7753439477774
Drought(Moderate)+Energy(Optimistic)+Conflict(Optimistic)+Cyber(Optimistic),drought:Moderate|energy:Optimistic|conflict:Optimistic|cyber:Optimistic,4,3,1,0,36.93636663108692,0.9382857819228148,-911.8805532990498
Drought(Moderate)+Energy(Optimistic)+Conflict(Optimistic)+Cyber(Moderate),drought:Moderate|energy:Optimistic|conflict:Optimistic|cyber:Moderate,4,2,2,0,41.0698838750046,1.131740285494751,-1024.1840832990497
Drought(Moderate)+Energy(Optimistic)+Conflict(Optimistic)+Cyber(Pessimistic),drought:Moderate|energy:Optimistic|conflict:Optimistic|cyber:Pessimistic,4,2,1,1,52.04196694762413,1.9723376494759137,-1322.2846082990495
Drought(Moderate)+Energy(Optimistic)+Conflict(Moderate)+Cyber(Optimistic),drought:Moderate|energy:Optimistic|conflict:Moderate|cyber:Optimistic,4,2,2,0,48.065243107953926,1.223950880315227,-1014.2913436787948
Drought(Moderate)+Energy(Optimistic)+Conflict(Moderate)+Cyber(Moderate),drought:Moderate|energy:Optimistic|conflict:Moderate|cyber:Moderate,4,1,3,0,51.46931613235673,1.4413692782947678,-1106.7766036787943
Drought(Moderate)+Energy(Optimistic)+Conflict(Moderate)+Cyber(Pessimistic),drought:Moderate|energy:Optimistic|conflict:Moderate|cyber:Pessimistic,4,1,2,1,60.50514925098458,2.3860944144281246,-1352.2711536787947
Drought(Moderate)+Energy(Optimistic)+Conflict(Pessimistic)+Cyber(Optimistic),drought:Moderate|energy:Optimistic|conflict:Pessimistic|cyber:Optimistic,4,2,1,1,70.32299606168796,2.50897538001574,-1257.9920239477774
Drought(Moderate)+Energy(Optimistic)+Conflict(Pessimistic)+Cyber(Moderate),drought:Moderate|energy:Optimistic|conflict:Pessimistic|cyber:Moderate,4,1,2,1,72.26818064706099,2.8341920060437946,-1310.8407439477774
Drought(Moderate)+Energy(Optimistic)+Conflict(Pessimistic)+Cyber(Pessimistic),drought:Moderate|energy:Optimistic|conflict:Pessimistic|cyber:Pessimistic,4,1,1,2,77.43151385770548,4.247321364701372,-1451.1233439477774
Drought(Moderate)+Energy(Moderate)+Conflict(Optimistic)+Cyber(Optimistic),drought:Moderate|energy:Moderate|conflict:Optimistic|cyber:Optimistic,4,2,2,0,39.06295907100004,0.9382857819228148,-969.6579432990496
Drought(Moderate)+Energy(Moderate)+Conflict(Optimistic)+Cyber(Moderate),drought:Moderate|energy:Moderate|conflict:Optimistic|cyber:Moderate,4,1,3,0,43.11055338805257,1.131740285494751,-1079.6270332990498
Drought(Moderate)+Energy(Moderate)+Conflict(Optimistic)+Cyber(Pessimistic),drought:Moderate|energy:Moderate|conflict:Optimistic|cyber:Pessimistic,4,1,2,1,53.97523280209062,1.9723376494759137,-1374.8095082990496
Drought(Moderate)+Energy(Moderate)+Conflict(Moderate)+Cyber(Optimistic),drought:Moderate|energy:Moderate|conflict:Moderate|cyber:Optimistic,4,1,3,0,49.816554529058855,1.223950880315227,-1061.8727236787945
Drought(Moderate)+Energy(Moderate)+Conflict(Moderate)+Cyber(Moderate),drought:Moderate|energy:Moderate|conflict:Moderate|cyber:Moderate,4,0,4,0,53.149867496043285,1.4413692782947678,-1152.4355036787942
Drought(Moderate)+Energy(Moderate)+Conflict(Moderate)+Cyber(Pessimistic),drought:Moderate|energy:Moderate|conflict:Moderate|cyber:Pessimistic,4,0,3,1,62.09725054289816,2.3860944144281246,-1395.5269536787948
Drought(Moderate)+Energy(Moderate)+Conflict(Pessimistic)+Cyber(Optimistic),drought:Moderate|energy:Moderate|conflict:Pessimistic|cyber:Optimistic,4,1,2,1,71.32374544517648,2.50897538001574,-1285.1813839477772
Drought(Moderate)+Energy(Moderate)+Conflict(Pessimistic)+Cyber(Moderate),drought:Moderate|energy:Moderate|conflict:Pessimistic|cyber:Moderate,4,0,3,1,73.22849571202474,2.8341920060437946,-1336.9315439477773
Drought(Moderate)+Energy(Moderate)+Conflict(Pessimistic)+Cyber(Pessimistic),drought:Moderate|energy:Moderate|conflict:Pessimistic|cyber:Pessimistic,4,0,2,2,78.34128602451322,4.247321364701372,-1475.8409439477773
Drought(Moderate)+Energy(Pessimistic)+Conflict(Optimistic)+Cyber(Optimistic),drought:Moderate|energy:Pessimistic|conflict:Optimistic|cyber:Optimistic,4,2,1,1,42.252847730869746,0.9382857819228148,-1056.3240282990496
Drought(Moderate)+Energy(Pessimistic)+Conflict(Optimistic)+Cyber(Moderate),drought:Moderate|energy:Pessimistic|conflict:Optimistic|cyber:Moderate,4,1,2,1,46.17155765762449,1.131740285494751,-1162.7914582990497
Drought(Moderate)+Energy(Pessimistic)+Conflict(Optimistic)+Cyber(Pessimistic),drought:Moderate|energy:Pessimistic|conflict:Optimistic|cyber:Pessimistic,4,1,1,2,56.87513158379035,1.9723376494759137,-1453.5968582990495
Drought(Moderate)+Energy(Pessimistic)+Conflict(Moderate)+Cyber(Optimistic),drought:Moderate|energy:Pessimistic|conflict:Moderate|cyber:Optimistic,4,1,2,1,52.443521660716264,1.223950880315227,-1133.2447936787948
Drought(Moderate)+Energy(Pessimistic)+Conflict(Moderate)+Cyber(Moderate),drought:Moderate|energy:Pessimistic|conflict:Moderate|cyber:Moderate,4,0,3,1,55.67069454157311,1.4413692782947678,-1220.9238536787943
Drought(Moderate)+Energy(Pessimistic)+Conflict(Moderate)+Cyber(Pessimistic),drought:Moderate|energy:Pessimistic|conflict:Moderate|cyber:Pessimistic,4,0,2,2,64.48540248076853,2.3860944144281246,-1460.4106536787945
Drought(Moderate)+Energy(Pessimistic)+Conflict(Pessimistic)+Cyber(Optimistic),drought:Moderate|energy:Pessimistic|conflict:Pessimistic|cyber:Optimistic,4,1,1,2,72.8248695204093,2.50897538001574,-1325.9654239477773
Drought(Moderate)+Energy(Pessimistic)+Conflict(Pessimistic)+Cyber(Moderate),drought:Moderate|energy:Pessimistic|conflict:Pessimistic|cyber:Moderate,4,0,2,2,74.66896830947034,2.8341920060437946,-1376.0677439477772
Drought(Moderate)+Energy(Pessimistic)+Conflict(Pessimistic)+Cyber(Pessimistic),drought:Moderate|energy:Pessimistic|conflict:Pessimistic|cyber:Pessimistic,4,0,1,3,79.70594427472486,4.247321364701372,-1512.9173439477772
Drought(Pessimistic)+Energy(Optimistic)+Conflict(Optimistic)+Cyber(Optimistic),drought:Pessimistic|energy:Optimistic|conflict:Optimistic|cyber:Optimistic,4,3,0,1,45.17334811733962,1.486902684156992,-1135.67110329905
Drought(Pessimistic)+Energy(Optimistic)+Conflict(Optimistic)+Cyber(Moderate),drought:Pessimistic|energy:Optimistic|conflict:Optimistic|cyber:Moderate,4,2,1,1,48.87334001987559,1.7462645551461937,-1236.1961832990496
Drought(Pessimistic)+Energy(Optimistic)+Conflict(Optimistic)+Cyber(Pessimistic),drought:Pessimistic|energy:Optimistic|conflict:Optimistic|cyber:Pessimistic,4,2,0,2,58.544847068349966,2.9130671951983986,-1498.9613582990498
Drought(Pessimistic)+Energy(Optimistic)+Conflict(Moderate)+Cyber(Optimistic),drought:Pessimistic|energy:Optimistic|conflict:Moderate|cyber:Optimistic,4,2,1,1,54.84863962604439,1.8405269009603014,-1198.5894436787944
Drought(Pessimistic)+Energy(Optimistic)+Conflict(Moderate)+Cyber(Moderate),drought:Pessimistic|energy:Optimistic|conflict:Moderate|cyber:Moderate,4,1,2,1,57.89569178107403,2.1320168453465262,-1281.3748036787947
Drought(Pessimistic)+Energy(Optimistic)+Conflict(Moderate)+Cyber(Pessimistic),drought:Pessimistic|energy:Optimistic|conflict:Moderate|cyber:Pessimistic,4,1,1,2,65.86046229158232,3.443355460237523,-1497.7696536787944
Drought(Pessimistic)+Energy(Optimistic)+Conflict(Pessimistic)+Cyber(Optimistic),drought:Pessimistic|energy:Optimistic|conflict:Pessimistic|cyber:Optimistic,4,2,0,2,74.19922264345394,3.431255991902434,-1363.3052239477774
Drought(Pessimistic)+Energy(Optimistic)+Conflict(Pessimistic)+Cyber(Moderate),drought:Pessimistic|energy:Optimistic|conflict:Pessimistic|cyber:Moderate,4,1,1,2,75.94039530347086,3.867269581899147,-1410.6111439477775
Drought(Pessimistic)+Energy(Optimistic)+Conflict(Pessimistic)+Cyber(Pessimistic),drought:Pessimistic|energy:Optimistic|conflict:Pessimistic|cyber:Pessimistic,4,1,0,3,80.49169273804704,5.828783068698389,-1534.2653439477772
Drought(Pessimistic)+Energy(Moderate)+Conflict(Optimistic)+Cyber(Optimistic),drought:Pessimistic|energy:Moderate|conflict:Optimistic|cyber:Optimistic,4,2,1,1,47.29994055725275,1.486902684156992,-1193.44849329905
Drought(Pessimistic)+Energy(Moderate)+Conflict(Optimistic)+Cyber(Moderate),drought:Pessimistic|energy:Moderate|conflict:Optimistic|cyber:Moderate,4,1,2,1,50.91400953292355,1.7462645551461937,-1291.6391332990497
Drought(Pessimistic)+Energy(Moderate)+Conflict(Optimistic)+Cyber(Pessimistic),drought:Pessimistic|energy:Moderate|conflict:Optimistic|cyber:Pessimistic,4,1,1,2,60.47811292281645,2.9130671951983986,-1551.48625829905
Drought(Pessimistic)+Energy(Moderate)+Conflict(Moderate)+Cyber(Optimistic),drought:Pessimistic|energy:Moderate|conflict:Moderate|cyber:Optimistic,4,1,2,1,56.599951047149325,1.8405269009603014,-1246.1708236787945
Drought(Pessimistic)+Energy(Moderate)+Conflict(Moderate)+Cyber(Moderate),drought:Pessimistic|energy:Moderate|conflict:Moderate|cyber:Moderate,4,0,3,1,59.576243144760575,2.1320168453465262,-1327.0337036787944
Drought(Pessimistic)+Energy(Moderate)+Conflict(Moderate)+Cyber(Pessimistic),drought:Pessimistic|energy:Moderate|conflict:Moderate|cyber:Pessimistic,4,0,2,2,67.45256358349589,3.443355460237523,-1541.0254536787945
Drought(Pessimistic)+Energy(Moderate)+Conflict(Pessimistic)+Cyber(Optimistic),drought:Pessimistic|energy:Moderate|conflict:Pessimistic|cyber:Optimistic,4,1,1,2,75.19997202694248,3.431255991902434,-1390.4945839477773
Drought(Pessimistic)+Energy(Moderate)+Conflict(Pessimistic)+Cyber(Moderate),drought:Pessimistic|energy:Moderate|conflict:Pessimistic|cyber:Moderate,4,0,2,2,76.90071036843462,3.867269581899147,-1436.7019439477774
Drought(Pessimistic)+Energy(Moderate)+Conflict(Pessimistic)+Cyber(Pessimistic),drought:Pessimistic|energy:Moderate|conflict:Pessimistic|cyber:Pessimistic,4,0,1,3,81.40146490485479,5.828783068698389,-1558.9829439477774
Drought(Pessimistic)+Energy(Pessimistic)+Conflict(Optimistic)+Cyber(Optimistic),drought:Pessimistic|energy:Pessimistic|conflict:Optimistic|cyber:Optimistic,4,2,0,2,50.489829217122455,1.486902684156992,-1280.1145782990498
Drought(Pessimistic)+Energy(Pessimistic)+Conflict(Optimistic)+Cyber(Moderate),drought:Pessimistic|energy:Pessimistic|conflict:Optimistic|cyber:Moderate,4,1,1,2,53.97501380249549,1.7462645551461937,-1374.8035582990497
Drought(Pessimistic)+Energy(Pessimistic)+Conflict(Optimistic)+Cyber(Pessimistic),drought:Pessimistic|energy:Pessimistic|conflict:Optimistic|cyber:Pessimistic,4,1,0,3,63.37801170451616,2.9130671951983986,-1630.2736082990498
Drought(Pessimistic)+Energy(Pessimistic)+Conflict(Moderate)+Cyber(Optimistic),drought:Pessimistic|energy:Pessimistic|conflict:Moderate|cyber:Optimistic,4,1,1,2,59.22691817880673,1.8405269009603014,-1317.5428936787944
Drought(Pessimistic)+Energy(Pessimistic)+Conflict(Moderate)+Cyber(Moderate),drought:Pessimistic|energy:Pessimistic|conflict:Moderate|cyber:Moderate,4,0,2,2,62.09707019029041,2.1320168453465262,-1395.5220536787947
Drought(Pessimistic)+Energy(Pessimistic)+Conflict(Moderate)+Cyber(Pessimistic),drought:Pessimistic|energy:Pessimistic|conflict:Moderate|cyber:Pessimistic,4,0,1,3,69.84071552136626,3.443355460237523,-1605.9091536787948
Drought(Pessimistic)+Energy(Pessimistic)+Conflict(Pessimistic)+Cyber(Optimistic),drought:Pessimistic|energy:Pessimistic|conflict:Pessimistic|cyber:Optimistic,4,1,0,3,76.70109610217527,3.431255991902434,-1431.2786239477775
Drought(Pessimistic)+Energy(Pessimistic)+Conflict(Pessimistic)+Cyber(Moderate),drought:Pessimistic|energy:Pessimistic|conflict:Pessimistic|cyber:Moderate,4,0,1,3,78.34118296588022,3.867269581899147,-1475.838143947777
Drought(Pessimistic)+Energy(Pessimistic)+Conflict(Pessimistic)+Cyber(Pessimistic),drought:Pessimistic|energy:Pessimistic|conflict:Pessimistic|cyber:Pessimistic,4,0,0,4,82.76612315506642,5.828783068698389,-1596.0593439477773
